file_size_mb,hour_of_day,transfers_last_hour,mfa_failed_attempts,failed_login_attempts,is_unusual_hour,high_risk_file_type,archive_file_type,integrity_status,unauthorized_attempt,encryption_time_ms,decryption_time_ms,ecdh_time_ms,rsa_key_wrap_time_ms,transfer_status,is_anomaly,anomaly_reason,anomaly_level
12.1,11,1,0,0,0,0,0,verified,0,24.157,23.178,2.213,3.934,completed,0,,none
8.68,20,0,0,0,0,0,0,verified,0,22.502,15.889,2.475,1.553,completed,0,,none
19.1,6,0,0,1,0,0,1,verified,0,37.521,20.898,1.465,2.9,completed,0,,none
35.96,21,0,0,0,0,0,0,verified,0,32.659,38.342,0.642,2.495,completed,0,,none
15.04,11,3,0,0,0,0,0,verified,0,21.943,22.09,1.12,4.654,completed,0,,none
36.37,9,2,0,0,0,0,1,verified,0,49.013,31.517,1.952,3.71,completed,0,,none
27.3,8,3,0,0,0,0,0,verified,0,37.085,42.605,1.154,3.75,completed,0,,none
27.29,7,1,0,0,0,0,0,verified,0,46.463,27.225,2.28,1.338,completed,0,,none
559.2,2,9,4,4,1,0,1,verified,0,1336.149,944.89,5.384,8.526,completed,1,Off-hour massive transfer; repeated auth failures,high
27.83,8,0,0,0,0,0,1,verified,0,42.185,35.526,0.52,1.948,completed,0,,none
38.9,18,1,0,0,0,0,1,verified,0,43.012,55.236,2.896,1.618,completed,0,,none
37.98,8,2,0,1,0,0,1,verified,0,42.045,28.692,0.979,3.749,completed,0,,none
47.8,10,0,0,0,0,0,0,verified,0,73.284,35.752,0.753,4.93,completed,0,,none
764.8,22,8,5,7,0,0,1,failed,0,945.441,1714.81,3.03,7.414,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
27.33,20,2,0,0,0,0,0,verified,0,44.463,28.055,2.345,3.898,completed,0,,none
8.72,10,3,0,0,0,0,0,verified,0,14.916,15.916,0.685,3.045,completed,0,,none
2.63,17,3,0,0,0,0,1,verified,0,12.937,11.058,2.518,4.214,completed,0,,none
25.28,16,2,0,1,0,0,1,verified,0,32.449,33.608,0.95,2.405,completed,0,,none
34.75,11,2,0,0,0,0,0,verified,0,46.082,36.437,2.214,3.337,completed,0,,none
813.17,23,6,2,4,1,1,1,verified,1,1364.103,1436.727,0.77,4.351,completed,1,Off-hour massive transfer; repeated auth failures,critical
639.79,23,8,5,7,1,1,1,failed,1,848.188,835.321,2.837,3.901,completed,1,Off-hour massive transfer; repeated auth failures,high
44.23,10,1,0,0,0,0,0,verified,0,54.87,59.344,1.835,2.817,completed,0,,none
49.75,19,0,0,0,0,0,0,verified,0,74.162,69.108,2.496,4.218,completed,0,,none
3.99,21,1,0,0,0,0,1,verified,0,12.297,10.195,1.673,1.229,completed,0,,none
27.05,20,0,0,0,0,0,0,verified,0,31.967,42.702,2.159,4.809,completed,0,,none
908.54,3,13,5,2,1,0,1,verified,1,1139.084,1306.725,2.696,9.684,completed,1,Off-hour massive transfer; repeated auth failures,medium
33.96,11,1,0,0,0,0,1,verified,0,44.725,38.197,0.952,3.93,completed,0,,none
543.69,4,8,2,10,1,0,1,verified,0,1368.525,1061.019,3.429,7.165,completed,1,Off-hour massive transfer; repeated auth failures,high
9.02,13,0,0,0,0,0,1,verified,0,23.152,17.327,1.681,3.604,completed,0,,none
3.37,14,1,0,0,0,0,0,verified,0,12.246,11.162,2.373,4.655,completed,0,,none
855.25,4,9,5,5,1,0,1,failed,1,1709.332,1209.435,2.009,3.472,blocked,1,Off-hour massive transfer; repeated auth failures,medium
8.87,14,2,0,0,0,0,0,verified,0,20.795,18.807,0.575,3.804,completed,0,,none
26.79,14,3,0,1,0,0,0,verified,0,26.43,24.472,1.731,3.868,completed,0,,none
6.16,21,0,0,0,0,0,0,verified,0,13.898,13.836,2.548,1.235,completed,0,,none
41.88,7,2,0,1,0,0,1,verified,0,63.19,39.958,2.355,4.453,completed,0,,none
4.1,12,3,0,0,0,0,0,verified,0,12.941,10.799,1.06,3.687,completed,0,,none
43.73,7,0,0,0,0,0,1,verified,0,68.794,32.858,1.74,3.264,completed,0,,none
6.14,21,0,0,0,0,0,1,verified,0,13.982,14.251,1.95,1.324,completed,0,,none
41.15,17,2,0,0,0,0,0,verified,0,52.728,50.129,2.562,2.701,completed,0,,none
534.55,3,7,1,9,1,1,1,verified,0,995.043,1128.977,5.559,3.758,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
33.41,10,2,0,0,0,0,0,verified,0,58.438,29.607,2.166,3.927,completed,0,,none
41.77,6,1,0,0,0,0,1,verified,0,41.016,30.587,0.538,1.341,completed,0,,none
35.38,14,3,0,0,0,0,0,verified,0,62.248,27.872,2.476,1.317,completed,0,,none
30.01,10,3,0,0,0,0,0,verified,0,47.981,29.928,0.574,1.893,completed,0,,none
15.96,14,3,0,0,0,0,1,verified,0,25.36,23.639,2.753,4.983,completed,0,,none
5.38,21,2,0,0,0,0,1,verified,0,14.595,14.225,0.849,2.501,completed,0,,none
33.05,8,3,0,0,0,0,0,verified,0,53.997,27.885,0.506,1.874,completed,0,,none
47.3,6,1,0,0,0,0,0,verified,0,64.643,46.073,2.896,3.865,completed,0,,none
28.75,6,1,0,0,0,0,0,verified,0,49.299,25.946,2.152,2.274,completed,0,,none
14.18,12,3,0,0,0,0,0,verified,0,23.7,16.479,1.978,2.783,completed,0,,none
49.09,16,1,0,0,0,0,0,verified,0,70.369,63.214,0.751,3.472,completed,0,,none
884.83,22,14,4,3,0,0,1,verified,0,1540.191,1097.657,3.091,1.331,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
14.87,20,1,0,1,0,0,0,verified,0,32.18,27.299,2.984,4.119,completed,0,,none
23.06,13,0,0,0,0,0,1,verified,0,27.045,22.003,2.718,2.085,completed,0,,none
48.67,15,0,0,0,0,0,1,verified,0,61.821,41.023,1.699,2.986,completed,0,,none
17.39,16,0,0,0,0,0,0,verified,0,20.181,17.016,1.808,2.402,completed,0,,none
30.9,20,3,0,0,0,0,1,verified,0,40.081,44.129,1.626,2.467,completed,0,,none
576.41,23,9,3,5,1,0,1,failed,0,939.265,625.724,1.738,3.66,completed,1,Off-hour massive transfer; repeated auth failures,medium
34.46,12,1,0,0,0,0,0,verified,0,45.432,45.861,2.256,4.829,completed,0,,none
5.15,6,3,0,0,0,0,0,verified,0,13.521,14.189,1.725,3.717,completed,0,,none
12.32,13,3,0,0,0,0,1,verified,0,25.363,21.82,1.85,4.746,completed,0,,none
48.15,10,0,0,0,0,0,0,verified,0,40.13,38.323,2.176,3.552,completed,0,,none
582.33,0,9,5,2,1,1,1,verified,0,726.366,1043.326,3.507,7.308,integrity_failed,1,Off-hour massive transfer; repeated auth failures,medium
7.29,21,3,0,1,0,0,0,verified,0,14.687,13.261,2.739,2.227,completed,0,,none
628.88,3,11,5,4,1,0,1,failed,0,1175.873,721.054,5.891,7.957,completed,1,Off-hour massive transfer; repeated auth failures,medium
2.28,16,1,0,0,0,0,1,verified,0,12.417,10.932,2.712,2.214,completed,0,,none
36.23,16,2,0,0,0,0,1,verified,0,59.214,36.236,1.299,2.589,completed,0,,none
975.7,23,13,2,10,1,1,1,failed,1,1835.344,1137.009,1.334,4.5,integrity_failed,1,Off-hour massive transfer; repeated auth failures,critical
838.91,4,15,4,4,1,0,1,failed,0,1514.025,1939.434,4.821,3.628,completed,1,Off-hour massive transfer; repeated auth failures,critical
12.28,12,2,0,0,0,0,0,verified,0,21.129,18.079,0.856,3.171,completed,0,,none
522.51,23,6,4,10,1,1,1,verified,0,628.222,1052.72,1.266,1.342,completed,1,Off-hour massive transfer; repeated auth failures,high
34.19,17,3,0,0,0,0,1,verified,0,39.763,47.401,1.515,3.038,completed,0,,none
5.29,9,3,0,0,0,0,0,verified,0,14.092,13.498,1.272,4.971,completed,0,,none
49.59,17,0,0,0,0,0,0,verified,0,69.389,49.906,1.926,1.338,completed,0,,none
15.55,15,3,0,1,0,0,0,verified,0,31.497,28.172,2.918,2.304,completed,0,,none
37.11,16,3,0,1,0,0,1,verified,0,50.445,46.153,2.088,3.751,completed,0,,none
893.26,4,14,3,10,1,1,1,verified,1,2042.838,1323.023,4.502,4.776,blocked,1,Off-hour massive transfer; repeated auth failures,critical
823.41,4,7,1,3,1,0,1,failed,0,2043.587,1289.919,3.696,3.715,completed,1,Off-hour massive transfer; repeated auth failures,critical
763.93,1,13,1,4,1,0,1,failed,0,1334.253,1338.309,5.188,8.121,completed,1,Off-hour massive transfer; repeated auth failures,medium
43.34,8,0,0,0,0,0,0,verified,0,44.889,34.562,2.376,2.703,completed,0,,none
29.28,11,3,0,0,0,0,0,verified,0,35.915,24.249,2.7,4.982,completed,0,,none
3.63,9,1,0,1,0,0,1,verified,0,12.433,11.689,2.32,2.556,completed,0,,none
548.96,23,15,4,5,1,1,1,failed,1,966.685,777.602,2.748,3.462,completed,1,Off-hour massive transfer; repeated auth failures,high
3.51,19,2,0,1,0,0,0,verified,0,12.62,10.834,2.248,3.713,completed,0,,none
21.04,8,0,0,0,0,0,0,verified,0,28.94,18.761,1.122,2.706,completed,0,,none
15.27,18,0,0,0,0,0,1,verified,0,21.202,24.091,2.15,4.977,completed,0,,none
33.15,9,3,0,0,0,0,0,verified,0,50.614,50.508,1.826,3.022,completed,0,,none
49.6,8,1,0,0,0,0,0,verified,0,48.254,52.279,2.044,4.83,completed,0,,none
45.93,17,3,0,0,0,0,1,verified,0,60.007,46.313,1.461,2.802,completed,0,,none
12.41,15,2,0,0,0,0,1,verified,0,16.218,18.788,1.119,1.91,completed,0,,none
28.13,21,1,0,0,0,0,1,verified,0,42.324,27.877,0.881,3.955,completed,0,,none
35.15,13,2,0,0,0,0,1,verified,0,58.317,49.302,2.888,1.546,completed,0,,none
37.59,9,1,0,0,0,0,1,verified,0,37.373,40.797,1.11,1.391,completed,0,,none
22.32,12,3,0,0,0,0,1,verified,0,28.146,27.358,2.581,3.61,completed,0,,none
564.63,22,14,5,8,0,0,1,failed,1,1134.127,950.878,2.796,3.936,blocked,1,Off-hour massive transfer; repeated auth failures,high
24.59,7,2,0,0,0,0,0,verified,0,34.641,22.584,1.767,2.241,completed,0,,none
32.01,16,2,0,0,0,0,1,verified,0,50.436,48.217,1.753,2.982,completed,0,,none
26.33,7,2,0,0,0,0,1,verified,0,45.481,21.925,0.51,4.063,completed,0,,none
34.37,19,1,0,1,0,0,0,verified,0,61.523,39.725,1.374,4.057,completed,0,,none
717.46,22,6,2,7,0,0,1,failed,1,809.112,1500.947,4.851,2.344,integrity_failed,1,Off-hour massive transfer; repeated auth failures,medium
45.56,10,3,0,0,0,0,1,verified,0,45.969,47.63,2.294,4.924,completed,0,,none
526.89,23,14,2,3,1,0,1,verified,1,1108.053,645.778,2.741,1.521,integrity_failed,1,Off-hour massive transfer; repeated auth failures,critical
40.93,10,2,0,0,0,0,1,verified,0,66.222,35.585,0.842,2.745,completed,0,,none
30.72,6,0,0,1,0,0,0,verified,0,30.098,26.721,1.674,3.673,completed,0,,none
34.68,12,0,0,1,0,0,0,verified,0,38.06,26.704,2.96,1.26,completed,0,,none
5.24,21,1,0,0,0,0,1,verified,0,13.787,11.241,1.432,3.065,completed,0,,none
1.87,20,2,0,0,0,0,1,verified,0,12.49,9.461,1.116,4.868,completed,0,,none
607.39,4,10,1,6,1,0,1,verified,0,998.263,860.32,1.309,8.52,blocked,1,Off-hour massive transfer; repeated auth failures,high
978.19,1,15,1,7,1,0,1,failed,0,1417.059,1892.61,4.962,1.439,completed,1,Off-hour massive transfer; repeated auth failures,high
29.54,14,3,0,0,0,0,0,verified,0,34.758,43.204,2.889,4.318,completed,0,,none
47.14,19,0,0,1,0,0,1,verified,0,36.254,61.439,0.809,2.64,completed,0,,none
25.5,20,1,0,0,0,0,0,verified,0,23.966,37.237,2.596,3.371,completed,0,,none
42.65,16,2,0,1,0,0,0,verified,0,43.906,55.787,1.915,1.691,completed,0,,none
45.27,19,2,0,0,0,0,0,verified,0,48.304,45.237,2.983,1.793,completed,0,,none
2.49,8,1,0,1,0,0,1,verified,0,13.565,9.538,2.819,2.195,completed,0,,none
18.49,10,2,0,0,0,0,1,verified,0,29.994,31.137,2.134,1.202,completed,0,,none
43.9,6,2,0,1,0,0,0,verified,0,33.126,47.296,2.875,2.954,completed,0,,none
1.59,11,2,0,0,0,0,0,verified,0,11.112,9.256,2.786,1.205,completed,0,,none
43.62,16,0,0,0,0,0,1,verified,0,34.515,43.501,1.578,1.639,completed,0,,none
688.43,1,8,2,3,1,1,1,verified,1,879.808,1394.489,2.814,1.62,completed,1,Off-hour massive transfer; repeated auth failures,critical
19.85,16,3,0,1,0,0,0,verified,0,24.649,30.433,1.804,4.019,completed,0,,none
12.91,14,0,0,0,0,0,1,verified,0,28.452,21.27,2.343,2.359,completed,0,,none
15.45,12,1,0,0,0,0,0,verified,0,26.162,24.775,2.638,3.019,completed,0,,none
673.68,5,11,2,3,1,0,1,failed,0,1461.44,1023.714,4.686,4.985,completed,1,Off-hour massive transfer; repeated auth failures,high
3.14,6,2,0,0,0,0,0,verified,0,12.287,9.974,2.224,2.954,completed,0,,none
26.45,6,2,0,0,0,0,1,verified,0,49.194,32.301,0.891,3.958,completed,0,,none
983.8,23,5,2,5,1,1,1,verified,1,1490.435,2167.414,3.983,9.365,blocked,1,Off-hour massive transfer; repeated auth failures,critical
48.4,10,0,0,0,0,0,0,verified,0,39.141,36.388,2.826,2.555,completed,0,,none
17.03,17,3,0,1,0,0,1,verified,0,31.058,17.192,1.655,3.948,completed,0,,none
983.94,5,8,4,9,1,1,1,failed,1,1415.108,1414.387,1.996,5.433,completed,1,Off-hour massive transfer; repeated auth failures,high
30.16,21,2,0,0,0,0,0,verified,0,38.047,43.47,1.516,3.687,completed,0,,none
28.64,14,2,0,0,0,0,0,verified,0,28.626,22.881,0.805,4.961,completed,0,,none
21.65,10,0,0,0,0,0,0,verified,0,42.196,28.532,2.93,2.148,completed,0,,none
25.37,21,2,0,1,0,0,0,verified,0,25.702,40.906,1.637,4.853,completed,0,,none
17.98,17,3,0,1,0,0,1,verified,0,21.298,28.776,2.303,2.042,completed,0,,none
16.1,8,2,0,1,0,0,1,verified,0,28.286,24.409,0.768,2.836,completed,0,,none
26.94,21,3,0,0,0,0,1,verified,0,23.828,35.374,2.402,3.656,completed,0,,none
36.44,11,0,0,0,0,0,1,verified,0,50.934,42.414,1.824,2.137,completed,0,,none
3.8,11,0,0,0,0,0,1,verified,0,14.745,10.033,1.475,2.316,completed,0,,none
6.2,20,1,0,1,0,0,1,verified,0,17.51,14.402,2.41,2.402,completed,0,,none
45.33,16,1,0,0,0,0,1,verified,0,46.607,32.908,1.653,3.72,completed,0,,none
713.39,1,11,2,7,1,0,1,failed,1,763.043,1008.882,3.886,9.749,blocked,1,Off-hour massive transfer; repeated auth failures,medium
1.64,17,3,0,0,0,0,0,verified,0,11.272,9.694,2.57,4.58,completed,0,,none
44.33,15,2,0,0,0,0,0,verified,0,52.65,55.973,2.567,4.391,completed,0,,none
31.28,21,3,0,0,0,0,1,verified,0,42.704,44.405,2.433,4.917,completed,0,,none
565.52,22,11,1,6,0,1,1,verified,1,1257.582,936.469,1.788,9.385,completed,1,Off-hour massive transfer; repeated auth failures,medium
19.49,11,1,0,0,0,0,0,verified,0,35.983,31.452,0.523,2.556,completed,0,,none
4.55,21,3,0,0,0,0,1,verified,0,14.593,13.651,2.894,4.629,completed,0,,none
41.21,15,3,0,1,0,0,0,verified,0,67.417,55.05,2.833,4.724,completed,0,,none
11.39,11,1,0,0,0,0,1,verified,0,22.121,17.963,1.578,1.98,completed,0,,none
37.59,17,3,0,1,0,0,0,verified,0,38.397,46.409,1.498,1.241,completed,0,,none
16.69,10,1,0,0,0,0,1,verified,0,27.145,23.098,0.627,3.339,completed,0,,none
45.69,12,1,0,0,0,0,1,verified,0,70.321,31.457,1.683,2.886,completed,0,,none
778.01,4,9,4,3,1,0,1,failed,0,1349.878,1430.882,4.655,6.374,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
41.25,9,2,0,0,0,0,0,verified,0,69.222,41.04,1.925,4.56,completed,0,,none
1.46,17,2,0,0,0,0,0,verified,0,11.841,9.663,2.833,2.728,completed,0,,none
49.63,10,0,0,0,0,0,1,verified,0,55.829,55.642,2.707,3.197,completed,0,,none
22.28,16,1,0,1,0,0,0,verified,0,39.981,23.656,0.773,4.039,completed,0,,none
16.78,7,0,0,0,0,0,1,verified,0,18.896,20.904,0.632,2.674,completed,0,,none
901.89,22,12,4,2,0,0,1,failed,1,2183.491,1600.127,2.973,1.26,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
17.81,20,3,0,0,0,0,0,verified,0,19.35,26.858,0.51,1.708,completed,0,,none
42.63,7,0,0,0,0,0,0,verified,0,66.841,62.877,2.277,3.387,completed,0,,none
34.17,20,2,0,0,0,0,0,verified,0,38.375,44.343,1.448,1.354,completed,0,,none
32.36,19,3,0,0,0,0,1,verified,0,38.091,26.697,2.02,4.382,completed,0,,none
36.36,9,2,0,0,0,0,1,verified,0,33.22,35.473,0.996,2.155,completed,0,,none
31.79,7,0,0,1,0,0,1,verified,0,54.182,24.882,2.655,1.356,completed,0,,none
36.42,12,0,0,0,0,0,0,verified,0,31.317,29.716,1.148,2.294,completed,0,,none
28.58,9,0,0,0,0,0,1,verified,0,46.05,28.921,2.11,3.127,completed,0,,none
17.34,14,2,0,0,0,0,1,verified,0,31.779,18.957,1.553,2.044,completed,0,,none
822.54,22,8,1,2,0,0,1,failed,0,1558.131,1386.461,3.655,5.698,integrity_failed,1,Off-hour massive transfer; repeated auth failures,medium
37.19,10,1,0,0,0,0,0,verified,0,44.052,27.868,2.756,4.959,completed,0,,none
19.5,21,1,0,0,0,0,0,verified,0,31.064,32.883,2.657,4.171,completed,0,,none
775.62,23,7,1,10,1,1,1,failed,0,1805.642,1153.655,2.144,8.425,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
586.98,23,10,5,9,1,0,1,verified,0,962.998,1058.159,4.423,7.712,integrity_failed,1,Off-hour massive transfer; repeated auth failures,critical
4.22,9,1,0,0,0,0,1,verified,0,12.892,12.556,2.272,1.899,completed,0,,none
7.98,17,2,0,0,0,0,0,verified,0,15.27,13.288,0.728,2.482,completed,0,,none
17.96,6,3,0,0,0,0,0,verified,0,28.321,23.496,1.923,3.982,completed,0,,none
725.46,23,5,4,9,1,1,1,verified,1,1800.086,1451.543,2.063,8.38,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
12.12,18,2,0,0,0,0,1,verified,0,25.378,15.409,1.126,4.615,completed,0,,none
13.58,19,2,0,0,0,0,1,verified,0,18.077,19.142,0.888,2.975,completed,0,,none
30.08,10,1,0,0,0,0,1,verified,0,31.465,31.559,1.937,4.459,completed,0,,none
25.46,13,0,0,0,0,0,1,verified,0,41.792,35.966,2.369,2.807,completed,0,,none
31.68,15,1,0,0,0,0,0,verified,0,39.848,38.915,2.739,2.823,completed,0,,none
526.41,23,13,4,9,1,0,1,failed,1,1218.047,698.72,4.205,5.42,completed,1,Off-hour massive transfer; repeated auth failures,medium
42.19,8,1,0,0,0,0,1,verified,0,68.445,47.022,1.488,2.513,completed,0,,none
18.76,9,1,0,0,0,0,1,verified,0,32.463,23.645,0.738,2.076,completed,0,,none
26.14,18,0,0,0,0,0,0,verified,0,45.962,31.022,1.786,3.894,completed,0,,none
520.68,22,8,3,4,0,1,1,failed,1,1192.249,976.706,1.404,5.367,blocked,1,Off-hour massive transfer; repeated auth failures,high
41.22,17,0,0,1,0,0,0,verified,0,49.979,54.544,2.126,4.818,completed,0,,none
536.14,3,14,4,10,1,1,1,failed,1,710.803,685.887,1.975,1.893,blocked,1,Off-hour massive transfer; repeated auth failures,critical
624.15,22,12,1,4,0,0,1,failed,0,1394.63,930.247,4.848,8.239,blocked,1,Off-hour massive transfer; repeated auth failures,critical
827.51,22,8,3,3,0,0,1,failed,1,2008.34,1004.777,1.62,3.818,completed,1,Off-hour massive transfer; repeated auth failures,high
24.76,17,0,0,0,0,0,0,verified,0,28.546,23.311,0.907,2.141,completed,0,,none
38.28,18,0,0,0,0,0,1,verified,0,38.028,38.719,0.919,1.358,completed,0,,none
24.96,6,1,0,0,0,0,1,verified,0,47.225,31.514,2.719,2.955,completed,0,,none
2.46,7,1,0,0,0,0,0,verified,0,11.575,11.1,2.744,1.643,completed,0,,none
34.97,13,3,0,0,0,0,0,verified,0,55.306,34.156,0.659,2.175,completed,0,,none
27.84,11,2,0,0,0,0,0,verified,0,36.136,25.492,1.0,3.844,completed,0,,none
1.57,11,0,0,1,0,0,0,verified,0,12.143,10.032,1.215,4.84,completed,0,,none
13.03,20,2,0,1,0,0,1,verified,0,19.563,21.287,1.971,3.426,completed,0,,none
49.94,21,2,0,0,0,0,0,verified,0,66.687,39.289,2.323,2.737,completed,0,,none
17.29,16,3,0,0,0,0,0,verified,0,23.28,29.861,2.019,3.622,completed,0,,none
10.76,19,2,0,1,0,0,0,verified,0,25.863,16.478,0.542,3.529,completed,0,,none
9.6,18,1,0,0,0,0,0,verified,0,16.984,17.861,1.826,2.226,completed,0,,none
907.68,1,13,5,6,1,1,1,verified,0,1298.315,1283.787,3.549,2.467,completed,1,Off-hour massive transfer; repeated auth failures,critical
29.8,20,3,0,1,0,0,0,verified,0,45.643,30.593,2.699,1.744,completed,0,,none
24.86,7,3,0,0,0,0,1,verified,0,34.281,23.939,2.143,2.809,completed,0,,none
37.2,6,0,0,0,0,0,1,verified,0,39.033,50.916,2.494,2.117,completed,0,,none
1.01,17,3,0,0,0,0,1,verified,0,11.067,9.171,1.391,1.612,completed,0,,none
45.54,17,1,0,0,0,0,1,verified,0,36.304,56.286,1.764,4.457,completed,0,,none
27.69,18,1,0,0,0,0,0,verified,0,47.869,28.549,1.911,4.489,completed,0,,none
620.97,22,6,5,9,0,1,1,verified,0,1011.98,1290.874,1.945,6.899,completed,1,Off-hour massive transfer; repeated auth failures,medium
34.1,12,3,0,1,0,0,1,verified,0,46.249,47.541,2.74,3.163,completed,0,,none
40.46,20,3,0,1,0,0,1,verified,0,67.245,53.02,2.135,1.374,completed,0,,none
32.4,14,1,0,0,0,0,0,verified,0,32.713,37.193,0.903,2.98,completed,0,,none
41.88,18,1,0,0,0,0,1,verified,0,34.467,38.343,1.475,3.345,completed,0,,none
46.8,17,3,0,0,0,0,0,verified,0,80.032,38.435,0.679,3.218,completed,0,,none
30.56,16,2,0,0,0,0,0,verified,0,28.273,46.887,0.705,3.487,completed,0,,none
1.49,19,1,0,0,0,0,1,verified,0,11.156,9.482,2.183,3.819,completed,0,,none
18.53,10,0,0,0,0,0,0,verified,0,24.566,20.083,2.137,4.132,completed,0,,none
682.65,23,14,4,4,1,0,1,failed,0,917.074,1071.638,3.966,8.341,completed,1,Off-hour massive transfer; repeated auth failures,medium
27.96,20,0,0,0,0,0,1,verified,0,27.483,35.582,1.664,2.393,completed,0,,none
25.99,10,1,0,0,0,0,1,verified,0,28.121,40.116,2.245,4.075,completed,0,,none
0.65,13,0,0,0,0,0,1,verified,0,10.775,8.792,2.737,1.339,completed,0,,none
0.35,10,1,0,0,0,0,1,verified,0,10.366,8.265,1.074,1.833,completed,0,,none
27.22,9,3,0,1,0,0,0,verified,0,48.834,31.851,2.79,3.786,completed,0,,none
29.31,18,0,0,1,0,0,0,verified,0,30.966,37.539,2.023,3.779,completed,0,,none
30.82,17,1,0,1,0,0,0,verified,0,50.797,35.433,1.953,2.963,completed,0,,none
636.35,22,7,2,10,0,0,1,verified,0,983.406,1140.463,3.531,1.772,completed,1,Off-hour massive transfer; repeated auth failures,high
42.46,21,3,0,0,0,0,0,verified,0,48.869,49.263,0.737,4.452,completed,0,,none
45.71,20,1,0,0,0,0,0,verified,0,33.394,52.429,2.373,4.811,completed,0,,none
48.79,17,3,0,0,0,0,1,verified,0,60.54,41.063,2.089,1.35,completed,0,,none
994.1,2,12,1,2,1,1,1,failed,1,1078.873,1696.624,1.673,4.164,blocked,1,Off-hour massive transfer; repeated auth failures,critical
36.76,20,0,0,1,0,0,0,verified,0,32.851,32.527,0.604,2.597,completed,0,,none
27.3,13,1,0,0,0,0,1,verified,0,25.238,25.251,1.803,1.328,completed,0,,none
38.62,8,2,0,0,0,0,1,verified,0,59.806,46.052,2.905,2.438,completed,0,,none
29.19,11,3,0,0,0,0,1,verified,0,37.246,37.069,1.359,4.248,completed,0,,none
25.72,17,1,0,1,0,0,0,verified,0,34.246,30.307,2.578,4.689,completed,0,,none
952.99,22,10,3,4,0,0,1,verified,0,2197.058,1225.396,1.155,1.431,blocked,1,Off-hour massive transfer; repeated auth failures,medium
41.75,10,1,0,1,0,0,1,verified,0,51.642,47.618,1.736,1.316,completed,0,,none
534.5,23,14,2,7,1,1,1,failed,0,780.679,587.331,2.127,6.231,completed,1,Off-hour massive transfer; repeated auth failures,critical
10.51,7,0,0,1,0,0,1,verified,0,24.628,16.725,0.58,2.239,completed,0,,none
1.23,14,0,0,0,0,0,0,verified,0,11.478,9.04,1.092,2.866,completed,0,,none
6.85,12,2,0,0,0,0,0,verified,0,14.677,14.686,0.646,1.457,completed,0,,none
33.74,8,0,0,0,0,0,0,verified,0,28.175,49.406,2.98,1.404,completed,0,,none
36.24,12,3,0,0,0,0,0,verified,0,46.803,31.071,2.34,4.518,completed,0,,none
